,id,title,prefix,ocr_url
155,mc00620-001-hb0002-020-008,Apes and men,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-hb0002-020-008/mc00620-001-hb0002-020-008.txt
156,mc00456-001-bx0001-019-001,Appeal for the birds,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-019-001/mc00456-001-bx0001-019-001.txt
157,mc00456-001-bx0001-020-001,Are you buying your winter coat?,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-020-001/mc00456-001-bx0001-020-001.txt
158,mc00344-001-bx0001_44-013-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_44-013-000/mc00344-001-bx0001_44-013-000.txt
159,mc00344-001-bx0001_44-012-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_44-012-000/mc00344-001-bx0001_44-012-000.txt
160,mc00344-001-bx0001_45-002-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_45-002-000/mc00344-001-bx0001_45-002-000.txt
161,mc00344-001-bx0001_45-005-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_45-005-000/mc00344-001-bx0001_45-005-000.txt
162,mc00344-001-bx0001_45-001-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_45-001-000/mc00344-001-bx0001_45-001-000.txt
163,mc00344-001-bx0001_45-004-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_45-004-000/mc00344-001-bx0001_45-004-000.txt
164,mc00344-001-bx0001_45-003-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_45-003-000/mc00344-001-bx0001_45-003-000.txt
165,mc00344-001-bx0001_46-006-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_46-006-000/mc00344-001-bx0001_46-006-000.txt
166,mc00344-001-bx0001_46-005-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_46-005-000/mc00344-001-bx0001_46-005-000.txt
167,mc00344-001-bx0001_46-001-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_46-001-000/mc00344-001-bx0001_46-001-000.txt
168,mc00344-001-bx0001_46-002-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_46-002-000/mc00344-001-bx0001_46-002-000.txt
169,mc00344-001-bx0001_46-004-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_46-004-000/mc00344-001-bx0001_46-004-000.txt
170,mc00344-001-bx0001_46-003-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_46-003-000/mc00344-001-bx0001_46-003-000.txt
171,mc00344-001-bx0001_47-001-000,Articles sent by Constance Yarbrough,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_47-001-000/mc00344-001-bx0001_47-001-000.txt
172,mc00344-001-bx0001_7-001-000,Articles used for AWI quarterly--miscellaneous,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_7-001-000/mc00344-001-bx0001_7-001-000.txt
173,mc00344-001-bx0001_5-006-000,Articles used for AWI quarterly--miscellaneous,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_5-006-000/mc00344-001-bx0001_5-006-000.txt
174,mc00344-001-bx0001_5-005-000,Articles used for AWI quarterly--miscellaneous,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_5-005-000/mc00344-001-bx0001_5-005-000.txt
175,aspca_20200220_2142,"ASPCA Animal Protection, Fall 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_2142/aspca_20200220_2142.txt
176,aspca_20200220_2012,"ASPCA Animal Protection, Fall 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_2012/aspca_20200220_2012.txt
177,aspca_20200221_2327,"ASPCA Animal Protection, Fall 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200221_2327/aspca_20200221_2327.txt
178,aspca_20200227_2472,"ASPCA Animal Protection, Fall 1959",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2472/aspca_20200227_2472.txt
179,aspca_20200227_2427,"ASPCA Animal Protection, Fall 1960",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2427/aspca_20200227_2427.txt
180,aspca_20200227_2522,"ASPCA Animal Protection, Fall 1961",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2522/aspca_20200227_2522.txt
181,aspca_20200227_2587,"ASPCA Animal Protection, Fall 1962",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2587/aspca_20200227_2587.txt
182,aspca_20200227_2422,"ASPCA Animal Protection, Fall 1962",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2422/aspca_20200227_2422.txt
183,aspca_20200227_2417,"ASPCA Animal Protection, Fall 1963",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2417/aspca_20200227_2417.txt
184,aspca_20200228_2592,"ASPCA Animal Protection, Fall 1963",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2592/aspca_20200228_2592.txt
185,aspca_20200228_2597,"ASPCA Animal Protection, Fall 1967",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200228_2597/aspca_20200228_2597.txt
186,aspca_20200227_2572,"ASPCA Animal Protection, Spring 1951",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2572/aspca_20200227_2572.txt
187,aspca_20200227_2402,"ASPCA Animal Protection, Spring 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2402/aspca_20200227_2402.txt
188,aspca_20200227_2407,"ASPCA Animal Protection, Spring 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2407/aspca_20200227_2407.txt
189,aspca_20200220_2182,"ASPCA Animal Protection, Spring 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_2182/aspca_20200220_2182.txt
190,aspca_20200220_2072,"ASPCA Animal Protection, Spring 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_2072/aspca_20200220_2072.txt
191,aspca_20200220_1972,"ASPCA Animal Protection, Spring 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_1972/aspca_20200220_1972.txt
192,aspca_20200220_1962,"ASPCA Animal Protection, Spring 1959",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_1962/aspca_20200220_1962.txt
193,aspca_20200227_2432,"ASPCA Animal Protection, Spring 1960",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2432/aspca_20200227_2432.txt
194,aspca_20200227_2412,"ASPCA Animal Protection, Spring 1961",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2412/aspca_20200227_2412.txt
195,aspca_20200227_2582,"ASPCA Animal Protection, Spring 1962",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2582/aspca_20200227_2582.txt
196,aspca_20200227_2507,"ASPCA Animal Protection, Spring 1963",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2507/aspca_20200227_2507.txt
197,aspca_20200227_2557,"ASPCA Animal Protection, Summer 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2557/aspca_20200227_2557.txt
198,aspca_20200227_2577,"ASPCA Animal Protection, Winter 1949",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2577/aspca_20200227_2577.txt
199,aspca_20200221_2337,"ASPCA Animal Protection, Winter 1953",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200221_2337/aspca_20200221_2337.txt
200,aspca_20200221_2332,"ASPCA Animal Protection, Winter 1954",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200221_2332/aspca_20200221_2332.txt
201,aspca_20200227_2397,"ASPCA Animal Protection, Winter 1955",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2397/aspca_20200227_2397.txt
202,aspca_20200220_2107,"ASPCA Animal Protection, Winter 1956",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_2107/aspca_20200220_2107.txt
203,aspca_20200220_1992,"ASPCA Animal Protection, Winter 1957",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_1992/aspca_20200220_1992.txt
204,aspca_20200220_1967,"ASPCA Animal Protection, Winter 1958",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_1967/aspca_20200220_1967.txt
205,aspca_20200227_2462,"ASPCA Animal Protection, Winter 1959",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2462/aspca_20200227_2462.txt
206,aspca_20200227_2447,"ASPCA Animal Protection, Winter 1960",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200227_2447/aspca_20200227_2447.txt
207,aspca_20200220_1957,"ASPCA Animal Protection, Winter 1963",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200220_1957/aspca_20200220_1957.txt
208,aspca-ledger_20200124_1076,ASPCA Cash Ledger 1897-1898,as,https://ocr.lib.ncsu.edu/ocr/as/aspca-ledger_20200124_1076/aspca-ledger_20200124_1076.txt
209,aspca-ledger_0_20200117_1061,ASPCA Cash Ledger 1898-1899,as,https://ocr.lib.ncsu.edu/ocr/as/aspca-ledger_0_20200117_1061/aspca-ledger_0_20200117_1061.txt
210,aspca-reports-bx0007-001-004_0_20191125_315,"ASPCA Eighteenth Annual Report, 1883",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-001-004_0_20191125_315/aspca-reports-bx0007-001-004_0_20191125_315.txt
211,aspca-reports-bx0008-004-001_0_20191204_597,"ASPCA Eighth Annual Report, 1873",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-004-001_0_20191204_597/aspca-reports-bx0008-004-001_0_20191204_597.txt
212,aspca-reports-bx0007-012-002_0_20191204_567,"ASPCA Eleventh Annual Report, 1876",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-012-002_0_20191204_567/aspca-reports-bx0007-012-002_0_20191204_567.txt
213,aspca-reports-bx0008-005-001_0_20191204_603,"ASPCA Fifteenth Annual Report, 1880",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-005-001_0_20191204_603/aspca-reports-bx0008-005-001_0_20191204_603.txt
214,aspca-reports-bx0008-002-001_0_20191204_585,"ASPCA Fifth Annual Report, 1870",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-002-001_0_20191204_585/aspca-reports-bx0008-002-001_0_20191204_585.txt
215,aspca-reports-bx0007-011-002_0_20191204_555,"ASPCA First Annual Report, 1866",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-011-002_0_20191204_555/aspca-reports-bx0007-011-002_0_20191204_555.txt
216,aspca-reports-bx0007-002-001_0_20191125_327,"ASPCA Fortieth Annual Report, 1905",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-002-001_0_20191125_327/aspca-reports-bx0007-002-001_0_20191125_327.txt
217,aspca-reports-bx0007-002-002_0_20191125_333,"ASPCA Forty-First Annual Report, 1906",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-002-002_0_20191125_333/aspca-reports-bx0007-002-002_0_20191125_333.txt
218,aspca-reports-bx0007-003-004_0_20191125_357,"ASPCA Fourteenth Annual Report, 1879",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-003-004_0_20191125_357/aspca-reports-bx0007-003-004_0_20191125_357.txt
219,aspca-reports-bx0008-001-001_0_20191204_579,"ASPCA Fourth Annual Report, 1869",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-001-001_0_20191204_579/aspca-reports-bx0008-001-001_0_20191204_579.txt
220,aspca_20200309_3412,"ASPCA New York City Veterinarians Controversy, 1957-58, Part I",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3412/aspca_20200309_3412.txt
221,aspca_20200309_3427,"ASPCA New York City Veterinarians Controversy, 1957-58, Part II",as,https://ocr.lib.ncsu.edu/ocr/as/aspca_20200309_3427/aspca_20200309_3427.txt
222,aspca-reports-bx0007-001-003_0_20191125_309,"ASPCA Nineteenth Annual Report, 1884",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-001-003_0_20191125_309/aspca-reports-bx0007-001-003_0_20191125_309.txt
223,aspca-scrapbooks-bx0001-002-002_0_20191213_765,"ASPCA Photo Album, Watering Holes",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-scrapbooks-bx0001-002-002_0_20191213_765/aspca-scrapbooks-bx0001-002-002_0_20191213_765.txt
224,aspca-scrapbooks-bx0001-004-001_0_20191213_777,"ASPCA Photo Album, Watering Holes, Main Land",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-scrapbooks-bx0001-004-001_0_20191213_777/aspca-scrapbooks-bx0001-004-001_0_20191213_777.txt
225,aspca-scrapbooks-bx0001-002-001_0_20191213_759,"ASPCA Photo Album, Watering Holes, NY State",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-scrapbooks-bx0001-002-001_0_20191213_759/aspca-scrapbooks-bx0001-002-001_0_20191213_759.txt
226,aspca-scrapbooks-bx0001-001-002_0_20191213_753,"ASPCA Scrapbook, 1867",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-scrapbooks-bx0001-001-002_0_20191213_753/aspca-scrapbooks-bx0001-001-002_0_20191213_753.txt
227,aspca-scrapbooks-bx0001-001-001_0_20191213_747,"ASPCA Scrapbook, 1881-1887",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-scrapbooks-bx0001-001-001_0_20191213_747/aspca-scrapbooks-bx0001-001-001_0_20191213_747.txt
228,aspca-scrapbooks-bx0001-003-001_0_20191213_771,"ASPCA Scrapbook, Vol. 10, 1887-1890",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-scrapbooks-bx0001-003-001_0_20191213_771/aspca-scrapbooks-bx0001-003-001_0_20191213_771.txt
229,aspca-reports-bx0007-011-001_0_20191204_549,"ASPCA Second Annual Report, 1867",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-011-001_0_20191204_549/aspca-reports-bx0007-011-001_0_20191204_549.txt
230,aspca-reports-bx0007-001-005_0_20191125_321,"ASPCA Seventeenth Annual Report, 1882",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-001-005_0_20191125_321/aspca-reports-bx0007-001-005_0_20191125_321.txt
231,aspca-reports-bx0008-003-001_0_20191204_591,"ASPCA Seventh Annual Report, 1872",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-003-001_0_20191204_591/aspca-reports-bx0008-003-001_0_20191204_591.txt
232,aspca-reports-bx0008-006-001_0_20191204_609,"ASPCA Sixteenth Annual Report, 1881",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-006-001_0_20191204_609/aspca-reports-bx0008-006-001_0_20191204_609.txt
233,aspca-reports-bx0007-012-003_0_20191204_573,"ASPCA Tenth Annual Report, 1875",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-012-003_0_20191204_573/aspca-reports-bx0007-012-003_0_20191204_573.txt
234,aspca-reports-bx0007-012-001_0_20191204_561,"ASPCA Thirteenth Annual Report, 1878",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-012-001_0_20191204_561/aspca-reports-bx0007-012-001_0_20191204_561.txt
235,aspca-reports-bx0007-007-001_0_20191126_399,"ASPCA Thirtieth Annual Report, 1895",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-007-001_0_20191126_399/aspca-reports-bx0007-007-001_0_20191126_399.txt
236,aspca-reports-bx0007-008-001_0_20191126_423,"ASPCA Thirty-Eighth Annual Report, 1903",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-008-001_0_20191126_423/aspca-reports-bx0007-008-001_0_20191126_423.txt
237,aspca-reports-bx0007-005-001_0_20191125_363,"ASPCA Thirty-Fifth Annual Report, 1900",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-005-001_0_20191125_363/aspca-reports-bx0007-005-001_0_20191125_363.txt
238,aspca-reports-bx0007-007-003_0_20191126_411,"ASPCA Thirty-First Annual Report, 1896",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-007-003_0_20191126_411/aspca-reports-bx0007-007-003_0_20191126_411.txt
239,aspca-reports-bx0007-005-002_0_20191126_369,"ASPCA Thirty-Fourth Annual Report, 1899",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-005-002_0_20191126_369/aspca-reports-bx0007-005-002_0_20191126_369.txt
240,aspca-reports-bx0007-010-001_0_20191203_543,"ASPCA Thirty-Ninth Annual Report, 1904",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-010-001_0_20191203_543/aspca-reports-bx0007-010-001_0_20191203_543.txt
241,aspca-reports-bx0007-007-004_0_20191126_417,"ASPCA Thirty-Second Annual Report, 1897",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-007-004_0_20191126_417/aspca-reports-bx0007-007-004_0_20191126_417.txt
242,aspca-reports-bx0007-003-003_0_20191125_351,"ASPCA Thirty-Seventh Annual Report, 1902",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-003-003_0_20191125_351/aspca-reports-bx0007-003-003_0_20191125_351.txt
243,aspca-reports-bx0007-009-001_0_20191203_537,"ASPCA Thirty-Sixth Annual Report, 1901",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-009-001_0_20191203_537/aspca-reports-bx0007-009-001_0_20191203_537.txt
244,aspca-reports-bx0007-006-001_0_20191126_375,"ASPCA Thirty-Third Annual Report, 1898",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-006-001_0_20191126_375/aspca-reports-bx0007-006-001_0_20191126_375.txt
245,aspca-reports-bx0007-001-001_0_20191121_201,"ASPCA Twelfth Annual Report, 1877",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-001-001_0_20191121_201/aspca-reports-bx0007-001-001_0_20191121_201.txt
246,aspca-reports-bx0007-001-002_0_20191121_207,"ASPCA Twentieth Annual Report, 1885",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-001-002_0_20191121_207/aspca-reports-bx0007-001-002_0_20191121_207.txt
247,aspca-reports-bx0008-009-001_0_20191204_627,"ASPCA Twenty-Eighth Annual Report, 1893",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-009-001_0_20191204_627/aspca-reports-bx0008-009-001_0_20191204_627.txt
248,aspca-reports-bx0007-006-004_0_20191126_393,"ASPCA Twenty-Fifth Annual Report, 1891",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-006-004_0_20191126_393/aspca-reports-bx0007-006-004_0_20191126_393.txt
249,aspca-reports-bx0008-007-001_0_20191204_615,"ASPCA Twenty-First Annual Report, 1886",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-007-001_0_20191204_615/aspca-reports-bx0008-007-001_0_20191204_615.txt
250,aspca-reports-bx0008-008-001_0_20191204_621,"ASPCA Twenty-Fourth Annual Report, 1889",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0008-008-001_0_20191204_621/aspca-reports-bx0008-008-001_0_20191204_621.txt
251,aspca-reports-bx0007-007-002_0_20191126_405,"ASPCA Twenty-Ninth Annual Report, 1894",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-007-002_0_20191126_405/aspca-reports-bx0007-007-002_0_20191126_405.txt
252,aspca-reports-bx0007-003-002_0_20191125_345,"ASPCA Twenty-Second Annual Report, 1887",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-003-002_0_20191125_345/aspca-reports-bx0007-003-002_0_20191125_345.txt
253,aspca-reports-bx0007-006-003_0_20191126_387,"ASPCA Twenty-Seventh Annual Report, 1892",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-006-003_0_20191126_387/aspca-reports-bx0007-006-003_0_20191126_387.txt
254,aspca-reports-bx0007-006-002_0_20191126_381,"ASPCA Twenty-Sixth Annual Report, 1891",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-006-002_0_20191126_381/aspca-reports-bx0007-006-002_0_20191126_381.txt
255,aspca-reports-bx0007-003-001_0_20191125_339,"ASPCA Twenty-Third Annual Report, 1888",as,https://ocr.lib.ncsu.edu/ocr/as/aspca-reports-bx0007-003-001_0_20191125_339/aspca-reports-bx0007-003-001_0_20191125_339.txt
256,aspca_0_20200116_1021,ASPCA Vol.13 Scrapbook Nov. 1889- June 1908,as,https://ocr.lib.ncsu.edu/ocr/as/aspca_0_20200116_1021/aspca_0_20200116_1021.txt
257,mc00456-001-bx0001-021-001,Astounding increase of the fur trade,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-021-001/mc00456-001-bx0001-021-001.txt
258,mc00344-001-lb0001_6-003-000,Audited financial statements,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-003-000/mc00344-001-lb0001_6-003-000.txt
259,mc00344-001-lb0001_6-004-000,AWI information report and AWI quarterly compilations (incomplete),mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-004-000/mc00344-001-lb0001_6-004-000.txt
260,mc00344-001-lb0001_6-005-000,AWI information report on dolphins and tuna catch,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-005-000/mc00344-001-lb0001_6-005-000.txt
261,mc00344-001-lb0001_6-006-000,"AWI leaflets, mailings",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-006-000/mc00344-001-lb0001_6-006-000.txt
262,mc00344-001-lb0001_6-007-000,AWI Originals from Mailings,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-007-000/mc00344-001-lb0001_6-007-000.txt
263,mc00344-001-lb0001_6-008-000,AWI Originals from Mailings,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-008-000/mc00344-001-lb0001_6-008-000.txt
264,mc00344-001-bx0001_33-012-000,"AWI Publications, Basic Care of Experimental Animals",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_33-012-000/mc00344-001-bx0001_33-012-000.txt
265,mc00344-001-bx0001_33-014-000,"AWI Publications, Basic Care of Experimental Animals",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_33-014-000/mc00344-001-bx0001_33-014-000.txt
266,mc00344-001-bx0001_33-013-000,"AWI Publications, Basic Care of Experimental Animals",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_33-013-000/mc00344-001-bx0001_33-013-000.txt
267,mc00344-001-bx0001_33-008-000,"AWI Publications, Basic Care of Experimental Animals",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_33-008-000/mc00344-001-bx0001_33-008-000.txt
268,mc00344-001-bx0001_33-011-000,"AWI Publications, Basic Care of Experimental Animals, Correspondence",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_33-011-000/mc00344-001-bx0001_33-011-000.txt
269,mc00344-001-bx0001_33-009-000,"AWI Publications, Basic Care of Experimental Animals, Correspondence",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_33-009-000/mc00344-001-bx0001_33-009-000.txt
270,mc00344-001-bx0001_33-010-000,"AWI Publications, Basic Care of Experimental Animals, Correspondence",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_33-010-000/mc00344-001-bx0001_33-010-000.txt
271,mc00344-001-bx0001_33-015-000,"AWI Publications, Correspondence",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_33-015-000/mc00344-001-bx0001_33-015-000.txt
272,mc00344-001-lb0001_6-009-000,"AWI Reprints, Mailings",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-lb0001_6-009-000/mc00344-001-lb0001_6-009-000.txt
273,mc00620-001-bx0001-014-003,Band of Mercy pledge,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-014-003/mc00620-001-bx0001-014-003.txt
274,mc00620-001-bx0001-014-002,Band of Mercy pledge,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-014-002/mc00620-001-bx0001-014-002.txt
275,mc00620-001-bx0001-014-001,Band of Mercy pledge,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-014-001/mc00620-001-bx0001-014-001.txt
276,mc00620-001-bx0001-015-001,Bands of Mercy,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-015-001/mc00620-001-bx0001-015-001.txt
277,mc00456-001-bx0001-022-001,Bird lovers and bird fanciers,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-022-001/mc00456-001-bx0001-022-001.txt
278,mc00456-001-bx0001-024-001,Bishop Barry and Canon Wilberforce on the morality of vivisection,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0001-024-001/mc00456-001-bx0001-024-001.txt
279,mc00620-001-bx0001-017-001,Blessed are the merciful,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-017-001/mc00620-001-bx0001-017-001.txt
280,mc00456-001-bx0002-003-001,Blood sports condemned by leading authorities,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0002-003-001/mc00456-001-bx0002-003-001.txt
281,mc00456-001-bx0002-004-001,Blooded!,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0002-004-001/mc00456-001-bx0002-004-001.txt
282,mc00620-001-bx0001-018-001,Bob-white - the farmer's friend,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-018-001/mc00620-001-bx0001-018-001.txt
283,mc00456-001-bx0002-006-001,Book list 57: animal welfare,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0002-006-001/mc00456-001-bx0002-006-001.txt
284,mc00344-001-bx0001_44-005-000,Brenda Ueland,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00344-001-bx0001_44-005-000/mc00344-001-bx0001_44-005-000.txt
285,mc00456-001-bx0002-007-001,"British Union for the Abolition of Vivisection, Manchester, Salford and District Branch Annual Report",mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0002-007-001/mc00456-001-bx0002-007-001.txt
286,mc00456-001-bx0002-008-001,But who slew all these?,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0002-008-001/mc00456-001-bx0002-008-001.txt
287,mc00456-001-bx0002-010-001,Cancer experiments on human beings,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00456-001-bx0002-010-001/mc00456-001-bx0002-010-001.txt
288,mc00620-001-bx0001-020-001,Cats and birds; Why we need cats,mc,https://ocr.lib.ncsu.edu/ocr/mc/mc00620-001-bx0001-020-001/mc00620-001-bx0001-020-001.txt
